question_number,answer,difficulty,score,accuracy_rate,option1,option2,option3,option4,option5,subject,exam_date,exam_type,ocr_text_raw,ocr_text_clean,ocr_text_tokens,ocr_has_latex,question_type,math_category
2,3,중하,2,0.89,0.03,0.05,0.89,0.02,0.02,수학(나),2017-03-09,학력평가,"2. 두 집합
\[
A=\{1,2,3,4,5\}, B=\{2,4,6\}
\]
에 대하여 \( n(A-B) \) 의 값은? [2점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5","2. 두 집합
\[
A=\{1,2,3,4,5\}, B=\{2,4,6\}
\]
에 대하여 \( n(A-B) \) 의 값은? [2점]","['2', '.', '두', '집합', '\\[', 'A', '=\\{', '1', ',', '2', ',', '3', ',', '4', ',', '5', '\\},', 'B', '=\\{', '2', ',', '4', ',', '6', '\\}', '\\]', '에', '대하', '여', 'n', '(', 'A', '-', 'B', ')', '의', '값', '은', '?', '[', '2', '점', ']']",True,객관식,집합/함수
3,2,하,2,0.9,0.03,0.9,0.04,0.02,0.01,수학(나),2017-03-09,학력평가,"3. \( \lim _{n \rightarrow \infty} \frac{3 n^{2}-2 n+1}{2 n^{2}+7} \) 의 값은? [2점]
(1) 1
(2) \( \frac{3}{2} \)
(3) 2
(4) \( \frac{5}{2} \)
(5) 3",3. \( \lim _{n \rightarrow \infty} \frac{3 n^{2}-2 n+1}{2 n^{2}+7} \) 의 값은? [2점],"['3', '.', '\\lim', '{', 'n', '\\rightarrow', '\\infty', '}', '\\frac', '{', '3', 'n', '^', '{', '2', '}', '-', '2', 'n', '+', '1', '}', '{', '2', 'n', '^', '{', '2', '}', '+', '7', '}', '의', '값', '은', '?', '[', '2', '점', ']']",True,객관식,수열의 극한
4,5,중하,3,0.86,0.04,0.02,0.04,0.04,0.86,수학(나),2017-03-09,학력평가,"4. 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여
\[
a_{n+1}=3 a_{n}
\]
을 만족시킨다. \( a_{2}=2 \) 일 때, \( a_{4} \) 의 값은? [3점]
(1) 6
(2) 9
(3) 12
(4) 15
(5) 18","4. 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여
\[
a_{n+1}=3 a_{n}
\]
을 만족시킨다. \( a_{2}=2 \) 일 때, \( a_{4} \) 의 값은? [3점]","['4', '.', '수열', '\\left', '{', 'a', '{', 'n', '}', '\\right', '}', '이', '모든', '자연수', 'n', '에', '대하', '여', '\\[', 'a', '_{', 'n', '+', '1', '}=', '3', 'a', '_{', 'n', '}', '\\]', '을', '만족', '시킨다', '.', 'a', '{', '2', '}', '=', '2', '일', '때', ',', 'a', '{', '4', '}', '의', '값', '은', '?', '[', '3', '점', ']']",True,객관식,수열
5,5,중하,3,0.84,0.04,0.03,0.04,0.05,0.84,수학(나),2017-03-09,학력평가,"5. 수열 \( \left\{a_{n}\right\} \) 에 대하여 \( \sum_{n=1}^{\infty}\left(2 a_{n}-5\right)=2017 \) 일 때, \( \lim _{n \rightarrow \infty} a_{n} \) 의 값은? [3점]
(1) \( \frac{1}{2} \)
(2) 1
(3) \( \frac{3}{2} \)
(4) 2
(5) \( \frac{5}{2} \)","5. 수열 \( \left\{a_{n}\right\} \) 에 대하여 \( \sum_{n=1}^{\infty}\left(2 a_{n}-5\right)=2017 \) 일 때, \( \lim _{n \rightarrow \infty} a_{n} \) 의 값은? [3점]","['5', '.', '수열', '\\left', '{', 'a', '{', 'n', '}', '\\right', '}', '에', '대하', '여', '\\sum', '{', 'n', '=', '1', '}', '^', '{', '\\infty', '}', '\\left', '(', '2', 'a', '{', 'n', '}', '-', '5', '\\right', ')', '=', '2017', '일', '때', ',', '\\lim', '{', 'n', '\\rightarrow', '\\infty', '}', 'a', '{', 'n', '}', '의', '값', '은', '?', '[', '3', '점', ']']",True,객관식,수열의 극한
6,4,중하,3,0.85,0.04,0.05,0.03,0.85,0.03,수학(나),2017-03-09,학력평가,"6. 함수 \( y=\frac{3}{x-2}+2 \) 의 그래프는 함수 \( y=\frac{a}{x} \) 의 그래프를 \( x \) 축의 방향으로 \( m \) 만큼, \( y \) 축의 방향으로 \( n \) 만큼 평행이동한 그래프와 일치한다. \( a+m+n \) 의 값은? (단, \( a, m, n \) 은 상수이다.) [3점]
(1) 1
(2) 3
(3) 5
(4) 7
(5) 9","6. 함수 \( y=\frac{3}{x-2}+2 \) 의 그래프는 함수 \( y=\frac{a}{x} \) 의 그래프를 \( x \) 축의 방향으로 \( m \) 만큼, \( y \) 축의 방향으로 \( n \) 만큼 평행이동한 그래프와 일치한다. \( a+m+n \) 의 값은? (단, \( a, m, n \) 은 상수이다.) [3점]","['6', '.', '함수', 'y', '=', '\\frac', '{', '3', '}', '{', 'x', '-', '2', '}', '+', '2', '의', '그래프', '는', '함수', 'y', '=', '\\frac', '{', 'a', '}', '{', 'x', '}', '의', '그래프', '를', 'x', '축', '의', '방향', '으로', 'm', '만큼', ',', 'y', '축', '의', '방향', '으로', 'n', '만큼', '평행', '이', '동한', '그래프', '와', '일치', '한다', '.', 'a', '+', 'm', '+', 'n', '의', '값', '은', '?', '(', '단', ',', 'a', 'm', 'n', '은', '상수', '이', '다', '.', ')', '[', '3', '점', ']']",True,객관식,무리함수/유리함수
7,2,중하,3,0.87,0.05,0.87,0.04,0.03,0.02,수학(나),2017-03-09,학력평가,"7. 함수 \( f(x)=2 x+a \) 에 대하여 \( f^{-1}(1)=2 \) 일 때, \( f(3) \) 의 값은? (단, \( a \) 는 상수이다.) [3점]
(1) 1
(2) 3
(3) 5
(4) 7
(5) 9","7. 함수 \( f(x)=2 x+a \) 에 대하여 \( f^{-1}(1)=2 \) 일 때, \( f(3) \) 의 값은? (단, \( a \) 는 상수이다.) [3점]","['7', '.', '함수', 'f', '(', 'x', ')', '=', '2', 'x', '+', 'a', '에', '대하', '여', 'f', '^', '{', '-', '1', '}', '(', '1', ')', '=', '2', '일', '때', ',', 'f', '(', '3', ')', '의', '값', '은', '?', '(', '단', ',', 'a', '는', '상수', '이', '다', '.', ')', '[', '3', '점', ']']",True,객관식,합성함수/역함수
8,1,중,3,0.76,0.76,0.06,0.11,0.05,0.02,수학(나),2017-03-09,학력평가,"8. \( \log 2=a, \log 3=b \) 라 할 때, \( \log \frac{4}{15} \) 를 \( a, b \) 로 나타낸 것은?
[3점]
(1) \( 3 a-b-1 \)
(2) \( 3 a+b-1 \)
(3) \( 2 a-b+1 \)
(4) \( 2 a+b-1 \)
(5) \( a-3 b+1 \)","8. \( \log 2=a, \log 3=b \) 라 할 때, \( \log \frac{4}{15} \) 를 \( a, b \) 로 나타낸 것은?
[3점]","['8', '.', '\\log', '2', '=', 'a', '\\log', '3', '=', 'b', '라', '할', '때', ',', '\\log', '\\frac', '{', '4', '}', '{', '15', '}', '를', 'a', 'b', '로', '나타낸', '것', '은', '?', '[', '3', '점', ']']",True,객관식,지수함수와 로그함수
9,3,중하,3,0.87,0.05,0.04,0.87,0.03,0.02,수학(나),2017-03-09,학력평가,"9. 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여
\[
a_{1}=1, a_{n+1}=\frac{k}{a_{n}+2}
\]
를 만족시킬 때, \( a_{3}=\frac{3}{2} \) 이 되도록 하는 상수 \( k \) 의 값은? [3점]
(1) 4
(2) 5
(3) 6
(4) 7
(5) 8","9. 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여
\[
a_{1}=1, a_{n+1}=\frac{k}{a_{n}+2}
\]
를 만족시킬 때, \( a_{3}=\frac{3}{2} \) 이 되도록 하는 상수 \( k \) 의 값은? [3점]","['9', '.', '수열', '\\left', '{', 'a', '{', 'n', '}', '\\right', '}', '이', '모든', '자연수', 'n', '에', '대하', '여', '\\[', 'a', '_{', '1', '}=', '1', ',', 'a', '_{', 'n', '+', '1', '}=\\', 'frac', '{', 'k', '}{', 'a', '_{', 'n', '}+', '2', '}', '\\]', '를', '만족', '시킬', '때', ',', 'a', '{', '3', '}', '=', '\\frac', '{', '3', '}', '{', '2', '}', '이', '되', '도록', '하', '는', '상수', 'k', '의', '값', '은', '?', '[', '3', '점', ']']",True,객관식,수열
10,1,중하,3,0.8,0.8,0.08,0.04,0.04,0.03,수학(나),2017-03-09,학력평가,"10. 실수 \( x, y \) 에 대한 두 조건
\[
\begin{array}{l}
p: x \geq k \text { 이고 } y \geq 1, \\
q:(x-3)^{2}+(y-4)^{2}<1
\end{array}
\]
에 대하여 \( p \) 가 \( q \) 이기 위한 필요조건이 되도록 하는 실수 \( k \) 의 최댓값은? [3점]
(1) 2
(2) 4
(3) 6
(4) 8
(5) 10","10. 실수 \( x, y \) 에 대한 두 조건
\[
\begin{array}{l}
p: x \geq k \text { 이고 } y \geq 1, \\
q:(x-3)^{2}+(y-4)^{2}<1
\end{array}
\]
에 대하여 \( p \) 가 \( q \) 이기 위한 필요조건이 되도록 하는 실수 \( k \) 의 최댓값은? [3점]","['10', '.', '실수', 'x', 'y', '에', '대한', '두', '조건', '\\[', '\\', 'begin', '{', 'array', '}{', 'l', '}', 'p', ':', 'x', '\\', 'geq', 'k', '\\', 'text', '{', '이', '고', '}', 'y', '\\', 'geq', '1', ',', '\\\\', 'q', ':', '(', 'x', '-', '3', ')', '^{', '2', '}+(', 'y', '-', '4', ')', '^{', '2', '}<', '1', '\\', 'end', '{', 'array', '}', '\\]', '에', '대하', '여', 'p', '가', 'q', '이기', '위한', '필요', '조건', '이', '되', '도록', '하', '는', '실수', 'k', '의', '최댓값', '은', '?', '[', '3', '점', ']']",True,객관식,명제
11,1,중하,3,0.85,0.85,0.05,0.05,0.04,0.02,수학(나),2017-03-09,학력평가,"11. 첫째항이 양수인 등비수열 \( \left\{a_{n}\right\} \) 이
\[
a_{1}=4 a_{3}, a_{2}+a_{3}=-12
\]
를 만족시킬 때, \( a_{5} \) 의 값은? [3점]
(1) 3
(2) 4
(3) 5
(4) 6
(5) 7","11. 첫째항이 양수인 등비수열 \( \left\{a_{n}\right\} \) 이
\[
a_{1}=4 a_{3}, a_{2}+a_{3}=-12
\]
를 만족시킬 때, \( a_{5} \) 의 값은? [3점]","['11', '.', '첫째', '항', '이', '양수인', '등비수열', '\\left', '{', 'a', '{', 'n', '}', '\\right', '}', '이', '\\[', 'a', '_{', '1', '}=', '4', 'a', '_{', '3', '},', 'a', '_{', '2', '}+', 'a', '_{', '3', '}=-', '12', '\\]', '를', '만족', '시킬', '때', ',', 'a', '{', '5', '}', '의', '값', '은', '?', '[', '3', '점', ']']",True,객관식,수열
12,2,중,3,0.79,0.06,0.79,0.07,0.05,0.02,수학(나),2017-03-09,학력평가,"12. 실수 \( x \) 에 대한 조건
'모든 실수 \( x \) 에 대하여 \( x^{2}+4 k x+3 k^{2} \geq 2 k-3 \) 이다.'
가 참인 명제가 되도록 하는 상수 \( k \) 의 최댓값을 \( M \), 최솟값을 \( m \) 이라 하자. \( M-m \) 의 값은? [3점]
(1) 2
(2) 4
(3) 6
(4) 8
(5) 10","12. 실수 \( x \) 에 대한 조건
'모든 실수 \( x \) 에 대하여 \( x^{2}+4 k x+3 k^{2} \geq 2 k-3 \) 이다.'
가 참인 명제가 되도록 하는 상수 \( k \) 의 최댓값을 \( M \), 최솟값을 \( m \) 이라 하자. \( M-m \) 의 값은? [3점]","['12', '.', '실수', 'x', '에', '대한', '조건', ""'"", '모든', '실수', 'x', '에', '대하', '여', 'x', '^', '{', '2', '}', '+', '4', 'k', 'x', '+', '3', 'k', '^', '{', '2', '}', '\\geq', '2', 'k', '-', '3', '이', '다', '.', ""'"", '가', '참인', '명제', '가', '되', '도록', '하', '는', '상수', 'k', '의', '최댓값', '을', 'M', ',', '최솟값', '을', 'm', '이', '라', '하', '자', '.', 'M', '-', 'm', '의', '값', '은', '?', '[', '3', '점', ']']",True,객관식,절대부등식
13,4,중,3,0.78,0.05,0.07,0.06,0.78,0.04,수학(나),2017-03-09,학력평가,"13. 집합 \( X=\{1,2,3,4,5\} \) 에 대하여 일대일 대응인 함수 \( f: X \rightarrow X \) 가 다음 조건을 만족시킨다.
(가) \( f(2)-f(3)=f(4)-f(1)=f(5) \)
(나) \( f(1)<f(2)<f(4) \)
\( f(2)+f(5) \) 의 값은? [3점]
(1) 4
(2) 5
(3) 6
(4) 7
(5) 8","13. 집합 \( X=\{1,2,3,4,5\} \) 에 대하여 일대일 대응인 함수 \( f: X \rightarrow X \) 가 다음 조건을 만족시킨다.
(가) \( f(2)-f(3)=f(4)-f(1)=f(5) \)
(나) \( f(1)<f(2)<f(4) \)
\( f(2)+f(5) \) 의 값은? [3점]","['13', '.', '집합', 'X', '=', '{', '1', '2', '3', '4', '5', '}', '에', '대하', '여', '일', '대', '일', '대', '응인', '함수', 'f', 'X', '\\rightarrow', 'X', '가', '다음', '조건', '을', '만족', '시킨다', '.', '(', '가', ')', 'f', '(', '2', ')', '-', 'f', '(', '3', ')', '=', 'f', '(', '4', ')', '-', 'f', '(', '1', ')', '=', 'f', '(', '5', ')', '(', '나', ')', 'f', '(', '1', ')', 'f', '(', '2', ')', 'f', '(', '4', ')', 'f', '(', '2', ')', '+', 'f', '(', '5', ')', '의', '값', '은', '?', '[', '3', '점', ']']",True,객관식,집합/함수
14,4,중,4,0.69,0.1,0.1,0.07,0.69,0.04,수학(나),2017-03-09,학력평가,"14. 그림과 같이 자연수 \( n \) 에 대하여 직선 \( y=\frac{1}{n} \) 과 원 \( x^{2}+(y-1)^{2}=1 \) 의 두 교점을 각각 \( \mathrm{A}_{n}, \mathrm{~B}_{n} \) 이라 하자. 선분 \( \mathrm{A}_{n} \mathrm{~B}_{n} \) 의 길이를 \( l_{n} \) 이라 할 때, \( \lim _{n \rightarrow \infty} n\left(l_{n}\right)^{2} \) 의 값은? [4점]
(1) 2
(2) 4
(3) 6
(4) 8
(5) 10","14. 그림과 같이 자연수 \( n \) 에 대하여 직선 \( y=\frac{1}{n} \) 과 원 \( x^{2}+(y-1)^{2}=1 \) 의 두 교점을 각각 \( \mathrm{A}_{n}, \mathrm{~B}_{n} \) 이라 하자. 선분 \( \mathrm{A}_{n} \mathrm{~B}_{n} \) 의 길이를 \( l_{n} \) 이라 할 때, \( \lim _{n \rightarrow \infty} n\left(l_{n}\right)^{2} \) 의 값은? [4점]","['14', '.', '그림', '과', '같이', '자연수', 'n', '에', '대하', '여', '직선', 'y', '=', '\\frac', '{', '1', '}', '{', 'n', '}', '과', '원', 'x', '^', '{', '2', '}', '+', '(', 'y', '-', '1', ')', '^', '{', '2', '}', '=', '1', '의', '두', '교점', '을', '각각', '\\mathrm', '{', 'A', '}', '{', 'n', '}', '\\mathrm', '{', 'B', '}', '{', 'n', '}', '이', '라', '하', '자', '.', '선분', '\\mathrm', '{', 'A', '}', '{', 'n', '}', '\\mathrm', '{', 'B', '}', '{', 'n', '}', '의', '길이', '를', 'l', '{', 'n', '}', '이', '라', '할', '때', ',', '\\lim', '{', 'n', '\\rightarrow', '\\infty', '}', 'n', '\\left', '(', 'l', '{', 'n', '}', '\\right', ')', '^', '{', '2', '}', '의', '값', '은', '?', '[', '4', '점', ']']",True,객관식,수열의 극한
15,5,중,4,0.73,0.07,0.06,0.08,0.07,0.73,수학(나),2017-03-09,학력평가,"15. 그림과 같이 좌표평면에 두 함수 \( f(x)=x^{2}, g(x)=x^{3} \) 의 그래프가 있다. 곡선 \( y=f(x) \) 위의 한 점 \( \mathrm{P}_{1}(a, f(a))(a>1) \) 에서 \( x \) 축에 내린 수선의 발을 \( \mathrm{Q}_{1} \) 이라 하자. 선분 \( \mathrm{OQ}_{1} \) 을 한 변으로 하는 정사각형 \( \mathrm{OQ}_{1} \mathrm{AB} \) 의 한 변 AB 가 곡선 \( y=g(x) \) 와 만나는 점을 \( \mathrm{P}_{2} \), 점 \( \mathrm{P}_{2} \) 에서 \( x \) 축에 내린 수선의 발을 \( \mathrm{Q}_{2} \) 라 하자. 선분 \( \mathrm{OQ}_{2} \) 를 한 변으로 하는 정사각형 \( \mathrm{OQ}_{2} \mathrm{CD} \) 의 한 변 CD 가 곡선 \( y=f(x) \) 와 만나는 점을 \( \mathrm{P}_{3} \), 점 \( \mathrm{P}_{3} \) 에서 \( x \) 축에 내린 수선의 발을 \( \mathrm{Q}_{3} \) 이라 하자. 두 점 \( \mathrm{Q}_{2}, \mathrm{Q}_{3} \) 의 \( x \) 좌표를 각각 \( b, c \) 라 할 때, \( b c=2 \) 가 되도록 하는 점 \( \mathrm{P}_{1} \) 의 \( y \) 좌표의 값은? (단, O 는 원점이고, 두 점 \( \mathrm{A}, \mathrm{C} \) 는 제 1 사분면에 있다.) [4점]
(1) 8
(2) 10
(3) 12
(4) 14
(5) 16","15. 그림과 같이 좌표평면에 두 함수 \( f(x)=x^{2}, g(x)=x^{3} \) 의 그래프가 있다. 곡선 \( y=f(x) \) 위의 한 점 \( \mathrm{P}_{1}(a, f(a))(a>1) \) 에서 \( x \) 축에 내린 수선의 발을 \( \mathrm{Q}_{1} \) 이라 하자. 선분 \( \mathrm{OQ}_{1} \) 을 한 변으로 하는 정사각형 \( \mathrm{OQ}_{1} \mathrm{AB} \) 의 한 변 AB 가 곡선 \( y=g(x) \) 와 만나는 점을 \( \mathrm{P}_{2} \), 점 \( \mathrm{P}_{2} \) 에서 \( x \) 축에 내린 수선의 발을 \( \mathrm{Q}_{2} \) 라 하자. 선분 \( \mathrm{OQ}_{2} \) 를 한 변으로 하는 정사각형 \( \mathrm{OQ}_{2} \mathrm{CD} \) 의 한 변 CD 가 곡선 \( y=f(x) \) 와 만나는 점을 \( \mathrm{P}_{3} \), 점 \( \mathrm{P}_{3} \) 에서 \( x \) 축에 내린 수선의 발을 \( \mathrm{Q}_{3} \) 이라 하자. 두 점 \( \mathrm{Q}_{2}, \mathrm{Q}_{3} \) 의 \( x \) 좌표를 각각 \( b, c \) 라 할 때, \( b c=2 \) 가 되도록 하는 점 \( \mathrm{P}_{1} \) 의 \( y \) 좌표의 값은? (단, O 는 원점이고, 두 점 \( \mathrm{A}, \mathrm{C} \) 는 제 1 사분면에 있다.) [4점]","['15', '.', '그림', '과', '같이', '좌표', '평면', '에', '두', '함수', 'f', '(', 'x', ')', '=', 'x', '^', '{', '2', '}', 'g', '(', 'x', ')', '=', 'x', '^', '{', '3', '}', '의', '그래프', '가', '있', '다', '.', '곡선', 'y', '=', 'f', '(', 'x', ')', '위', '의', '한', '점', '\\mathrm', '{', 'P', '}', '{', '1', '}', '(', 'a', 'f', '(', 'a', ')', ')', '(', 'a', '1', ')', '에서', 'x', '축', '에', '내린', '수선', '의', '발', '을', '\\mathrm', '{', 'Q', '}', '{', '1', '}', '이', '라', '하', '자', '.', '선분', '\\mathrm', '{', 'OQ', '}', '{', '1', '}', '을', '한', '변', '으로', '하', '는', '정사각형', '\\mathrm', '{', 'OQ', '}', '{', '1', '}', '\\mathrm', '{', 'AB', '}', '의', '한', '변', 'AB', '가', '곡선', 'y', '=', 'g', '(', 'x', ')', '와', '만나', '는', '점', '을', '\\mathrm', '{', 'P', '}', '{', '2', '}', ',', '점', '\\mathrm', '{', 'P', '}', '{', '2', '}', '에서', 'x', '축', '에', '내린', '수선', '의', '발', '을', '\\mathrm', '{', 'Q', '}', '{', '2', '}', '라', '하', '자', '.', '선분', '\\mathrm', '{', 'OQ', '}', '{', '2', '}', '를', '한', '변', '으로', '하', '는', '정사각형', '\\mathrm', '{', 'OQ', '}', '{', '2', '}', '\\mathrm', '{', 'CD', '}', '의', '한', '변', 'CD', '가', '곡선', 'y', '=', 'f', '(', 'x', ')', '와', '만나', '는', '점', '을', '\\mathrm', '{', 'P', '}', '{', '3', '}', ',', '점', '\\mathrm', '{', 'P', '}', '{', '3', '}', '에서', 'x', '축', '에', '내린', '수선', '의', '발', '을', '\\mathrm', '{', 'Q', '}', '{', '3', '}', '이', '라', '하', '자', '.', '두', '점', '\\mathrm', '{', 'Q', '}', '{', '2', '}', '\\mathrm', '{', 'Q', '}', '{', '3', '}', '의', 'x', '좌표', '를', '각각', 'b', 'c', '라', '할', '때', ',', 'b', 'c', '=', '2', '가', '되', '도록', '하', '는', '점', '\\mathrm', '{', 'P', '}', '{', '1', '}', '의', 'y', '좌표', '의', '값', '은', '?', '(', '단', ',', 'O', '는', '원점', '이', '고', ',', '두', '점', '\\mathrm', '{', 'A', '}', '\\mathrm', '{', 'C', '}', '는', '제', '1', '사분면', '에', '있', '다', '.', ')', '[', '4', '점', ']']",True,객관식,지수함수와 로그함수
16,1,중,4,0.77,0.77,0.07,0.07,0.05,0.04,수학(나),2017-03-09,학력평가,"16. 두 함수 \( f(x), g(x) \) 가
\[
\begin{array}{l}
f(x)=\frac{6 x+12}{2 x-1}, \\
g(x)=\left\{\begin{array}{ll}
1 & (x \text { 가 정수인 경우 }) \\
0 & (x \text { 가 정수가 아닌 경우 })
\end{array}\right.
\end{array}
\]
일 때, 방정식 \( (g \circ f)(x)=1 \) 을 만족시키는 모든 자연수 \( x \) 의 개수는? [4점]
(1) 4
(2) 5
(3) 6
(4) 7
(5) 8","16. 두 함수 \( f(x), g(x) \) 가
\[
\begin{array}{l}
f(x)=\frac{6 x+12}{2 x-1}, \\
g(x)=\left\{\begin{array}{ll}
1 & (x \text { 가 정수인 경우 }) \\
0 & (x \text { 가 정수가 아닌 경우 })
\end{array}\right.
\end{array}
\]
일 때, 방정식 \( (g \circ f)(x)=1 \) 을 만족시키는 모든 자연수 \( x \) 의 개수는? [4점]","['16', '.', '두', '함수', 'f', '(', 'x', ')', 'g', '(', 'x', ')', '가', '\\[', '\\', 'begin', '{', 'array', '}{', 'l', '}', 'f', '(', 'x', ')', '=\\', 'frac', '{', '6', 'x', '+', '12', '}{', '2', 'x', '-', '1', '},', '\\\\', 'g', '(', 'x', ')', '=\\', 'left', '\\{\\', 'begin', '{', 'array', '}{', 'll', '}', '1', '&', '(', 'x', '\\', 'text', '{', '가', '정수', '인', '경우', '})', '\\\\', '0', '&', '(', 'x', '\\', 'text', '{', '가', '정수', '가', '아닌', '경우', '})', '\\', 'end', '{', 'array', '}\\', 'right', '.', '\\', 'end', '{', 'array', '}', '\\]', '일', '때', ',', '방정식', '(', 'g', '\\circ', 'f', ')', '(', 'x', ')', '=', '1', '을', '만족', '시키', '는', '모든', '자연수', 'x', '의', '개수', '는', '?', '[', '4', '점', ']']",True,객관식,무리함수/유리함수
17,1,중,4,0.64,0.64,0.13,0.11,0.08,0.05,수학(나),2017-03-09,학력평가,"17. 함수
\[
f(x)=\left\{\begin{array}{cl}
\sqrt{2 x} & (x \geq 0) \\
4 x & (x<0)
\end{array}\right.
\]
의 역함수 \( g(x) \) 에 대하여 부등식 \( g(x) \leq-\frac{1}{4} x^{2}+3 \) 의 해가 \( a \leq x \leq b \) 일 때, \( a+b \) 의 값은? [4점]
(1) -2
(2) -1
(3) 0
(4) 1
(5) 2","17. 함수
\[
f(x)=\left\{\begin{array}{cl}
\sqrt{2 x} & (x \geq 0) \\
4 x & (x<0)
\end{array}\right.
\]
의 역함수 \( g(x) \) 에 대하여 부등식 \( g(x) \leq-\frac{1}{4} x^{2}+3 \) 의 해가 \( a \leq x \leq b \) 일 때, \( a+b \) 의 값은? [4점]","['17', '.', '함수', '\\[', 'f', '(', 'x', ')', '=\\', 'left', '\\{\\', 'begin', '{', 'array', '}{', 'cl', '}', '\\', 'sqrt', '{', '2', 'x', '}', '&', '(', 'x', '\\', 'geq', '0', ')', '\\\\', '4', 'x', '&', '(', 'x', '<', '0', ')', '\\', 'end', '{', 'array', '}\\', 'right', '.', '\\]', '의', '역함수', 'g', '(', 'x', ')', '에', '대하', '여', '부등식', 'g', '(', 'x', ')', '\\leq', '-', '\\frac', '{', '1', '}', '{', '4', '}', 'x', '^', '{', '2', '}', '+', '3', '의', '해가', 'a', '\\leq', 'x', '\\leq', 'b', '일', '때', ',', 'a', '+', 'b', '의', '값', '은', '?', '[', '4', '점', ']']",True,객관식,무리함수/유리함수
